idade,renda_anual,situacao_moradia,tempo_emprego_anos,motivo_emprestimo,nota_risco,valor_emprestimo,taxa_juros,inadimplencia,comprometimento_renda%,historico_inadimplencia,anos_historico_credito,renda_mensal,faixa_etaria
44,91000,Financiada,14,Saúde,A,7900,8.59,Não Inadimplente,0.09,N,14,7583,36-45 anos
38,91200,Financiada,0,Reforma,C,9000,12.68,Não Inadimplente,0.1,N,16,7600,36-45 anos
39,91992,Financiada,0,Reforma,A,3350,5.42,Não Inadimplente,0.04,N,11,7666,36-45 anos
37,79992,Financiada,2,Pessoal,C,9000,15.190242179616549,Inadimplente,0.11,S,14,6666,36-45 anos
42,82500,Aluguel,3,Consolidação de Dividas,A,2575,6.76,Não Inadimplente,0.03,N,11,6875,36-45 anos
39,92000,Financiada,1,Pessoal,C,20000,14.79,Não Inadimplente,0.22,N,16,7667,36-45 anos
36,92000,Financiada,18,Saúde,A,4000,7.29,Não Inadimplente,0.04,N,11,7667,36-45 anos
41,92000,Financiada,15,Saúde,A,12000,7.66,Não Inadimplente,0.13,N,15,7667,36-45 anos
41,92000,Financiada,5,Reforma,B,8000,9.63,Não Inadimplente,0.09,N,13,7667,36-45 anos
42,13200,Aluguel,4,Consolidação de Dividas,C,2500,15.190242179616549,Inadimplente,0.19,S,14,1100,36-45 anos
46,92000,Financiada,18,Educação,A,12925,9.83738138593829,Não Inadimplente,0.14,N,17,7667,46-60 anos
37,92000,Própria,15,Saúde,B,12000,11.14,Não Inadimplente,0.13,N,14,7667,36-45 anos
47,92000,Própria,0,Reforma,D,12000,14.11,Não Inadimplente,0.13,N,12,7667,46-60 anos
38,92904,Financiada,8,Saúde,B,5375,10.51,Não Inadimplente,0.06,N,16,7742,36-45 anos
43,93000,Financiada,7,Pessoal,A,7000,7.14,Não Inadimplente,0.08,N,13,7750,36-45 anos
38,34296,Própria,1,Saúde,C,12000,14.098848653667595,Não Inadimplente,0.35,S,12,2858,36-45 anos
37,93000,Financiada,2,Empreendimento,B,18000,12.18,Não Inadimplente,0.19,N,11,7750,36-45 anos
46,81000,Financiada,1,Educação,B,7000,9.45,Inadimplente,0.09,N,14,6750,46-60 anos
39,182500,Aluguel,2,Consolidação de Dividas,A,12500,5.42,Não Inadimplente,0.07,N,14,15208,36-45 anos
36,94000,Financiada,14,Reforma,A,4200,5.99,Não Inadimplente,0.04,N,12,7833,36-45 anos
44,82000,Financiada,5,Consolidação de Dividas,C,8400,12.84,Inadimplente,0.1,S,17,6833,36-45 anos
44,94128,Financiada,14,Consolidação de Dividas,A,4400,7.29,Não Inadimplente,0.05,N,13,7844,36-45 anos
36,94185,Financiada,3,Pessoal,A,10000,9.32,Não Inadimplente,0.11,N,15,7849,36-45 anos
41,56004,Aluguel,4,Educação,B,12800,11.48,Não Inadimplente,0.23,N,15,4667,36-45 anos
44,94800,Financiada,4,Empreendimento,A,7400,7.88,Não Inadimplente,0.08,N,16,7900,36-45 anos
36,95000,Financiada,18,Pessoal,B,13000,10.65,Não Inadimplente,0.14,N,11,7917,36-45 anos
40,95000,Própria,12,Reforma,B,5000,10.65,Não Inadimplente,0.05,N,16,7917,36-45 anos
47,95000,Financiada,13,Educação,A,5000,6.03,Não Inadimplente,0.05,N,16,7917,46-60 anos
39,95000,Própria,6,Reforma,B,8000,12.69,Não Inadimplente,0.08,N,14,7917,36-45 anos
49,95000,Financiada,12,Consolidação de Dividas,A,7500,6.03,Não Inadimplente,0.08,N,13,7917,46-60 anos
44,95000,Financiada,1,Pessoal,B,21200,9.91,Não Inadimplente,0.22,N,14,7917,36-45 anos
44,50000,Aluguel,5,Empreendimento,C,13000,13.16,Não Inadimplente,0.26,S,13,4167,36-45 anos
43,46000,Aluguel,2,Saúde,D,13000,15.7,Inadimplente,0.28,N,13,3833,36-45 anos
45,52680,Aluguel,0,Saúde,A,13000,6.92,Não Inadimplente,0.25,N,15,4390,36-45 anos
38,83000,Financiada,1,Consolidação de Dividas,D,24000,14.91,Inadimplente,0.29,S,12,6917,36-45 anos
49,95000,Financiada,2,Reforma,A,3000,5.42,Não Inadimplente,0.03,N,12,7917,46-60 anos
45,33600,Própria,14,Empreendimento,A,4000,6.39,Não Inadimplente,0.12,N,11,2800,36-45 anos
37,95000,Financiada,10,Reforma,C,3250,13.35,Não Inadimplente,0.03,N,13,7917,36-45 anos
37,65000,Aluguel,2,Educação,C,13000,12.99,Não Inadimplente,0.2,S,12,5417,36-45 anos
39,95000,Financiada,3,Reforma,D,20000,14.84,Não Inadimplente,0.21,S,11,7917,36-45 anos
38,67000,Aluguel,6,Reforma,D,13000,9.83738138593829,Não Inadimplente,0.19,N,17,5583,36-45 anos
41,95000,Financiada,5,Pessoal,B,25000,9.83738138593829,Não Inadimplente,0.26,N,12,7917,36-45 anos
38,95000,Própria,6,Reforma,E,14000,17.74,Não Inadimplente,0.15,S,17,7917,36-45 anos
39,70000,Aluguel,5,Educação,B,13000,11.99,Não Inadimplente,0.19,N,17,5833,36-45 anos
41,95000,Própria,2,Reforma,C,21600,13.92,Não Inadimplente,0.23,S,11,7917,36-45 anos
40,83000,Financiada,7,Educação,B,2800,12.18,Inadimplente,0.03,N,13,6917,36-45 anos
44,83000,Outros,2,Educação,D,12000,16.0,Inadimplente,0.14,S,15,6917,36-45 anos
38,95000,Financiada,5,Educação,A,4000,9.63,Não Inadimplente,0.04,N,12,7917,36-45 anos
44,95000,Financiada,4,Empreendimento,B,10000,10.95,Não Inadimplente,0.11,N,15,7917,36-45 anos
40,110000,Aluguel,6,Reforma,B,13000,9.91,Não Inadimplente,0.12,N,17,9167,36-45 anos
40,95892,Própria,19,Saúde,B,15000,12.18,Não Inadimplente,0.16,N,14,7991,36-45 anos
37,130000,Aluguel,2,Pessoal,B,13000,9.88,Não Inadimplente,0.1,N,16,10833,36-45 anos
38,96000,Financiada,15,Consolidação de Dividas,A,6000,6.03,Não Inadimplente,0.06,N,16,8000,36-45 anos
46,96000,Financiada,4,Consolidação de Dividas,B,10000,12.69,Não Inadimplente,0.1,N,11,8000,46-60 anos
36,43000,Aluguel,12,Consolidação de Dividas,D,13600,15.58,Inadimplente,0.32,S,12,3583,36-45 anos
37,71400,Financiada,7,Saúde,E,3100,20.69,Inadimplente,0.04,S,14,5950,36-45 anos
42,96000,Financiada,9,Pessoal,A,5100,5.42,Não Inadimplente,0.05,N,14,8000,36-45 anos
40,45760,Aluguel,8,Saúde,B,13650,10.25,Não Inadimplente,0.3,N,13,3813,36-45 anos
45,66000,Aluguel,4,Reforma,B,13650,12.42,Não Inadimplente,0.21,N,11,5500,36-45 anos
43,27036,Aluguel,1,Pessoal,D,13750,15.31,Inadimplente,0.51,S,15,2253,36-45 anos
41,33000,Aluguel,2,Saúde,C,13750,13.79,Inadimplente,0.42,S,11,2750,36-45 anos
40,32878,Aluguel,6,Empreendimento,C,13775,12.98,Inadimplente,0.42,S,14,2740,36-45 anos
42,67300,Aluguel,4,Reforma,C,13800,13.99,Não Inadimplente,0.21,N,16,5608,36-45 anos
40,96000,Financiada,5,Reforma,C,3200,9.83738138593829,Não Inadimplente,0.03,N,17,8000,36-45 anos
38,32560,Própria,8,Pessoal,A,6000,8.94,Não Inadimplente,0.18,N,16,2713,36-45 anos
38,96000,Financiada,0,Pessoal,C,1500,14.26,Não Inadimplente,0.02,N,14,8000,36-45 anos
37,96996,Financiada,21,Pessoal,A,13000,9.83738138593829,Não Inadimplente,0.13,N,13,8083,36-45 anos
42,97000,Financiada,13,Pessoal,C,1500,15.96,Não Inadimplente,0.02,S,16,8083,36-45 anos
37,45000,Aluguel,6,Pessoal,B,14000,11.36,Inadimplente,0.31,N,16,3750,36-45 anos
43,97000,Financiada,0,Saúde,B,14000,11.71,Não Inadimplente,0.14,N,13,8083,36-45 anos
39,40800,Aluguel,4,Saúde,D,14000,16.0,Inadimplente,0.34,S,17,3400,36-45 anos
38,48300,Aluguel,3,Saúde,C,14000,13.22,Não Inadimplente,0.29,S,14,4025,36-45 anos
37,97000,Financiada,7,Pessoal,A,10000,9.83738138593829,Não Inadimplente,0.1,N,15,8083,36-45 anos
36,32000,Própria,4,Educação,C,3600,13.49,Não Inadimplente,0.11,S,11,2667,36-45 anos
39,52000,Aluguel,1,Consolidação de Dividas,B,14000,11.71,Não Inadimplente,0.27,N,12,4333,36-45 anos
37,32000,Própria,8,Reforma,A,12150,6.62,Não Inadimplente,0.38,N,13,2667,36-45 anos
37,52000,Aluguel,0,Empreendimento,C,14000,13.16,Não Inadimplente,0.27,N,11,4333,36-45 anos
39,98000,Financiada,22,Saúde,C,8000,13.49,Não Inadimplente,0.08,S,16,8167,36-45 anos
41,98000,Financiada,18,Saúde,B,5000,10.99,Não Inadimplente,0.05,N,17,8167,36-45 anos
39,98000,Financiada,0,Reforma,D,35000,15.99,Não Inadimplente,0.36,N,15,8167,36-45 anos
40,98000,Financiada,4,Empreendimento,B,5200,9.63,Não Inadimplente,0.05,N,16,8167,36-45 anos
38,98000,Financiada,7,Saúde,B,12000,10.37,Não Inadimplente,0.12,N,17,8167,36-45 anos
42,98000,Financiada,2,Educação,B,18000,11.58,Não Inadimplente,0.18,N,11,8167,36-45 anos
38,55000,Aluguel,2,Reforma,B,14000,11.48,Não Inadimplente,0.25,N,16,4583,36-45 anos
36,32000,Própria,0,Educação,A,1200,7.14,Não Inadimplente,0.04,N,16,2667,36-45 anos
43,98004,Financiada,11,Pessoal,A,6000,5.42,Não Inadimplente,0.06,N,15,8167,36-45 anos
41,98004,Financiada,25,Consolidação de Dividas,C,12000,13.57,Não Inadimplente,0.12,N,15,8167,36-45 anos
36,98240,Financiada,4,Pessoal,E,20000,16.35,Não Inadimplente,0.2,N,16,8187,36-45 anos
44,99000,Financiada,5,Educação,C,10000,12.68,Não Inadimplente,0.1,N,11,8250,36-45 anos
44,99000,Financiada,3,Educação,B,8000,9.25,Não Inadimplente,0.08,N,14,8250,36-45 anos
36,99500,Própria,5,Empreendimento,A,4000,7.74,Não Inadimplente,0.04,N,16,8292,36-45 anos
44,99996,Financiada,4,Empreendimento,C,14400,12.23,Não Inadimplente,0.14,S,16,8333,36-45 anos
38,54000,Aluguel,2,Saúde,D,14000,12.118277554663097,Inadimplente,0.26,N,17,4500,36-45 anos
48,62000,Aluguel,10,Educação,B,14000,12.69,Não Inadimplente,0.23,N,12,5167,46-60 anos
41,62004,Aluguel,5,Reforma,A,14000,8.9,Não Inadimplente,0.23,N,17,5167,36-45 anos
38,99996,Própria,22,Reforma,D,25000,14.96,Não Inadimplente,0.25,S,13,8333,36-45 anos
41,62500,Aluguel,4,Educação,B,14000,10.25,Não Inadimplente,0.22,N,16,5208,36-45 anos
39,100000,Financiada,5,Empreendimento,B,12000,9.83738138593829,Não Inadimplente,0.12,N,13,8333,36-45 anos
36,100000,Financiada,5,Saúde,A,9350,7.51,Não Inadimplente,0.09,N,14,8333,36-45 anos
45,100000,Financiada,16,Pessoal,A,16000,6.62,Não Inadimplente,0.16,N,16,8333,36-45 anos
38,59000,Aluguel,5,Empreendimento,C,14000,13.8,Inadimplente,0.24,N,14,4917,36-45 anos
37,31200,Própria,1,Empreendimento,A,6600,5.42,Não Inadimplente,0.21,N,12,2600,36-45 anos
46,70000,Aluguel,0,Reforma,B,14000,11.26,Não Inadimplente,0.2,N,16,5833,46-60 anos
37,100000,Financiada,13,Empreendimento,A,18400,5.99,Não Inadimplente,0.18,N,15,8333,36-45 anos
41,100000,Financiada,10,Educação,A,6000,8.49,Não Inadimplente,0.06,N,15,8333,36-45 anos
42,75000,Aluguel,12,Reforma,A,14000,6.03,Não Inadimplente,0.19,N,14,6250,36-45 anos
37,88000,Financiada,3,Reforma,B,6000,11.99,Inadimplente,0.07,N,12,7333,36-45 anos
40,82000,Aluguel,2,Saúde,B,14000,10.37,Não Inadimplente,0.17,N,13,6833,36-45 anos
37,73000,Aluguel,21,Consolidação de Dividas,D,14000,16.02,Inadimplente,0.19,N,17,6083,36-45 anos
38,100000,Financiada,5,Pessoal,B,5500,10.37,Não Inadimplente,0.06,N,13,8333,36-45 anos
47,100000,Financiada,4,Educação,B,2500,9.99,Não Inadimplente,0.03,N,15,8333,46-60 anos
38,100000,Aluguel,0,Consolidação de Dividas,C,14000,13.23,Não Inadimplente,0.14,S,14,8333,36-45 anos
36,88000,Financiada,1,Consolidação de Dividas,C,7750,13.23,Inadimplente,0.09,N,14,7333,36-45 anos
37,101644,Aluguel,13,Empreendimento,B,14000,9.83738138593829,Não Inadimplente,0.14,N,13,8470,36-45 anos
37,105000,Aluguel,6,Consolidação de Dividas,A,14000,6.03,Não Inadimplente,0.13,N,11,8750,36-45 anos
36,100000,Financiada,2,Educação,A,8000,6.76,Não Inadimplente,0.08,N,11,8333,36-45 anos
36,100000,Financiada,17,Consolidação de Dividas,A,6000,7.14,Não Inadimplente,0.06,N,17,8333,36-45 anos
45,125004,Aluguel,7,Educação,C,14000,12.61,Não Inadimplente,0.11,N,12,10417,36-45 anos
36,126251,Aluguel,16,Reforma,A,14000,7.66,Não Inadimplente,0.11,N,17,10521,36-45 anos
36,130000,Aluguel,3,Consolidação de Dividas,B,14000,10.37,Não Inadimplente,0.11,N,14,10833,36-45 anos
45,123000,Aluguel,2,Educação,F,14000,12.118277554663097,Inadimplente,0.11,N,17,10250,36-45 anos
48,100000,Financiada,3,Consolidação de Dividas,B,15000,9.88,Não Inadimplente,0.15,N,11,8333,46-60 anos
39,100000,Financiada,9,Consolidação de Dividas,A,3000,7.14,Não Inadimplente,0.03,N,11,8333,36-45 anos
50,150000,Aluguel,3,Consolidação de Dividas,A,14000,6.91,Não Inadimplente,0.09,N,12,12500,46-60 anos
41,180000,Aluguel,16,Consolidação de Dividas,A,14000,6.03,Não Inadimplente,0.08,N,15,15000,36-45 anos
37,100000,Financiada,0,Empreendimento,C,9600,13.22,Não Inadimplente,0.1,S,17,8333,36-45 anos
42,100000,Financiada,7,Educação,C,5000,14.26,Não Inadimplente,0.05,S,15,8333,36-45 anos
39,100000,Financiada,0,Empreendimento,D,6000,14.11,Não Inadimplente,0.06,N,16,8333,36-45 anos
42,100000,Financiada,16,Consolidação de Dividas,C,4800,13.47,Não Inadimplente,0.05,S,13,8333,36-45 anos
47,119000,Aluguel,5,Pessoal,A,14250,7.66,Não Inadimplente,0.12,N,16,9917,46-60 anos
40,100010,Financiada,11,Saúde,B,8000,9.99,Não Inadimplente,0.08,N,15,8334,36-45 anos
36,100111,Financiada,5,Empreendimento,C,20000,13.49,Não Inadimplente,0.2,N,11,8343,36-45 anos
38,100280,Financiada,1,Empreendimento,B,17850,11.99,Não Inadimplente,0.18,N,17,8357,36-45 anos
49,74880,Aluguel,6,Saúde,A,14300,7.51,Não Inadimplente,0.19,N,16,6240,46-60 anos
36,100671,Financiada,6,Saúde,B,12000,9.83738138593829,Não Inadimplente,0.12,N,14,8389,36-45 anos
38,30120,Aluguel,1,Reforma,D,14400,12.8,Inadimplente,0.48,S,17,2510,36-45 anos
39,101000,Financiada,17,Educação,C,2500,13.47,Não Inadimplente,0.02,S,17,8417,36-45 anos
36,101004,Financiada,11,Saúde,A,12000,5.79,Não Inadimplente,0.12,N,11,8417,36-45 anos
46,101500,Financiada,8,Consolidação de Dividas,B,15000,11.14,Não Inadimplente,0.15,N,14,8458,46-60 anos
45,48000,Aluguel,5,Pessoal,A,14400,8.49,Não Inadimplente,0.3,N,15,4000,36-45 anos
41,102000,Financiada,20,Empreendimento,B,7500,11.49,Não Inadimplente,0.07,N,17,8500,36-45 anos
41,102000,Própria,5,Educação,A,7000,6.92,Não Inadimplente,0.07,N,12,8500,36-45 anos
37,60000,Aluguel,4,Saúde,B,14400,10.62,Não Inadimplente,0.24,N,15,5000,36-45 anos
50,102031,Financiada,9,Reforma,D,12000,14.96,Não Inadimplente,0.12,S,11,8503,46-60 anos
41,102300,Financiada,9,Saúde,B,8800,11.58,Não Inadimplente,0.09,N,11,8525,36-45 anos
39,75000,Aluguel,0,Educação,B,14400,12.53,Não Inadimplente,0.19,N,11,6250,36-45 anos
49,103000,Financiada,14,Consolidação de Dividas,A,12600,9.32,Não Inadimplente,0.12,N,11,8583,46-60 anos
38,85000,Aluguel,1,Empreendimento,B,14400,11.99,Não Inadimplente,0.17,N,14,7083,36-45 anos
38,103970,Financiada,0,Consolidação de Dividas,C,15000,14.35,Não Inadimplente,0.14,S,14,8664,36-45 anos
36,30000,Própria,4,Empreendimento,B,8000,9.99,Não Inadimplente,0.27,N,15,2500,36-45 anos
39,96500,Aluguel,4,Consolidação de Dividas,D,14400,15.2,Inadimplente,0.15,N,11,8042,36-45 anos
38,104800,Financiada,6,Reforma,A,14000,6.03,Não Inadimplente,0.13,N,11,8733,36-45 anos
38,105000,Financiada,22,Empreendimento,A,12350,6.62,Não Inadimplente,0.12,N,11,8750,36-45 anos
42,105000,Financiada,18,Educação,C,2400,13.06,Não Inadimplente,0.02,S,17,8750,36-45 anos
42,42000,Aluguel,6,Educação,D,14500,15.57,Inadimplente,0.35,N,14,3500,36-45 anos
41,105000,Financiada,4,Empreendimento,B,21000,10.25,Não Inadimplente,0.2,N,15,8750,36-45 anos
37,80004,Aluguel,7,Saúde,B,14500,11.26,Não Inadimplente,0.18,N,14,6667,36-45 anos
37,105000,Financiada,2,Educação,B,25000,12.18,Não Inadimplente,0.24,N,15,8750,36-45 anos
49,105000,Financiada,1,Consolidação de Dividas,A,11000,9.32,Não Inadimplente,0.1,N,13,8750,46-60 anos
39,105000,Financiada,1,Consolidação de Dividas,A,9000,9.32,Não Inadimplente,0.09,N,12,8750,36-45 anos
41,46152,Aluguel,10,Pessoal,B,14525,11.11,Inadimplente,0.31,N,16,3846,36-45 anos
43,93000,Financiada,15,Consolidação de Dividas,D,7500,12.86,Inadimplente,0.08,S,15,7750,36-45 anos
46,80409,Aluguel,2,Educação,A,14550,8.94,Não Inadimplente,0.18,N,11,6701,46-60 anos
39,105201,Financiada,20,Empreendimento,A,15000,6.91,Não Inadimplente,0.14,N,15,8767,36-45 anos
46,105398,Financiada,9,Reforma,E,20700,17.43,Não Inadimplente,0.2,N,12,8783,46-60 anos
36,105859,Própria,20,Empreendimento,B,12000,11.99,Não Inadimplente,0.11,N,15,8822,36-45 anos
36,106000,Financiada,15,Reforma,A,4025,7.49,Não Inadimplente,0.04,N,14,8833,36-45 anos
38,106000,Financiada,4,Reforma,C,5000,12.99,Não Inadimplente,0.05,S,12,8833,36-45 anos
50,106000,Financiada,2,Saúde,A,10200,9.32,Não Inadimplente,0.1,N,15,8833,46-60 anos
48,94050,Financiada,1,Consolidação de Dividas,D,23000,14.96,Inadimplente,0.24,S,16,7838,46-60 anos
46,107000,Própria,17,Empreendimento,C,4000,13.49,Não Inadimplente,0.04,N,14,8917,46-60 anos
38,107004,Financiada,11,Empreendimento,B,15000,10.0,Não Inadimplente,0.14,N,16,8917,36-45 anos
36,107004,Financiada,3,Reforma,B,13000,11.83,Não Inadimplente,0.12,N,15,8917,36-45 anos
44,30000,Própria,3,Empreendimento,B,7500,10.39,Não Inadimplente,0.25,N,11,2500,36-45 anos
36,108000,Financiada,7,Educação,A,14000,8.9,Não Inadimplente,0.13,N,12,9000,36-45 anos
48,30000,Própria,0,Educação,C,10000,14.098848653667595,Não Inadimplente,0.33,S,12,2500,46-60 anos
40,108000,Própria,4,Pessoal,A,3500,9.83738138593829,Não Inadimplente,0.03,N,15,9000,36-45 anos
44,108000,Financiada,12,Reforma,B,10000,11.11,Não Inadimplente,0.09,N,11,9000,36-45 anos
40,35416,Aluguel,15,Saúde,A,2000,6.91,Não Inadimplente,0.06,N,14,2951,36-45 anos
38,108000,Financiada,7,Empreendimento,A,4000,7.74,Não Inadimplente,0.04,N,11,9000,36-45 anos
36,108000,Financiada,1,Saúde,A,7000,7.74,Não Inadimplente,0.06,N,14,9000,36-45 anos
43,108639,Financiada,3,Saúde,B,18000,10.75,Não Inadimplente,0.17,N,13,9053,36-45 anos
47,109000,Própria,15,Empreendimento,A,16000,7.05,Não Inadimplente,0.15,N,14,9083,46-60 anos
44,109000,Financiada,17,Saúde,C,12800,13.79,Não Inadimplente,0.12,S,12,9083,36-45 anos
41,109920,Financiada,18,Consolidação de Dividas,C,20000,13.35,Não Inadimplente,0.18,S,17,9160,36-45 anos
36,39996,Aluguel,0,Empreendimento,B,2000,11.49,Não Inadimplente,0.05,N,11,3333,36-45 anos
42,110000,Financiada,6,Empreendimento,C,10800,14.27,Não Inadimplente,0.1,N,17,9167,36-45 anos
41,110000,Financiada,7,Empreendimento,B,30000,9.91,Não Inadimplente,0.27,N,11,9167,36-45 anos
36,110000,Financiada,7,Empreendimento,A,16000,6.03,Não Inadimplente,0.15,N,12,9167,36-45 anos
38,42000,Aluguel,3,Pessoal,B,2000,10.38,Não Inadimplente,0.05,N,17,3500,36-45 anos
38,110000,Financiada,16,Saúde,A,3000,8.49,Não Inadimplente,0.03,N,17,9167,36-45 anos
41,42000,Aluguel,5,Consolidação de Dividas,C,2000,13.23,Não Inadimplente,0.05,S,15,3500,36-45 anos
36,42000,Aluguel,2,Empreendimento,B,2000,11.14,Não Inadimplente,0.05,N,11,3500,36-45 anos
40,110000,Financiada,14,Pessoal,B,5000,11.49,Não Inadimplente,0.05,N,14,9167,36-45 anos
36,110000,Financiada,3,Saúde,A,9000,9.83738138593829,Não Inadimplente,0.08,N,16,9167,36-45 anos
38,110000,Própria,6,Pessoal,C,12000,12.99,Não Inadimplente,0.11,S,11,9167,36-45 anos
38,110000,Financiada,5,Pessoal,B,16000,11.99,Não Inadimplente,0.15,N,17,9167,36-45 anos
45,110000,Financiada,5,Pessoal,B,20000,11.11,Não Inadimplente,0.18,N,16,9167,36-45 anos
49,110000,Financiada,11,Reforma,A,3000,7.51,Não Inadimplente,0.03,N,16,9167,46-60 anos
38,28800,Própria,23,Empreendimento,A,13000,8.32,Não Inadimplente,0.45,N,12,2400,36-45 anos
37,110000,Financiada,0,Saúde,B,24000,11.36,Não Inadimplente,0.22,N,11,9167,36-45 anos
40,50000,Aluguel,3,Pessoal,B,2000,11.49,Não Inadimplente,0.04,N,17,4167,36-45 anos
37,110000,Financiada,11,Reforma,A,12000,7.88,Não Inadimplente,0.11,N,16,9167,36-45 anos
48,110000,Financiada,6,Educação,A,6000,8.94,Não Inadimplente,0.05,N,14,9167,46-60 anos
36,44004,Aluguel,4,Consolidação de Dividas,C,2000,13.61,Inadimplente,0.05,S,13,3667,36-45 anos
36,110000,Financiada,9,Reforma,A,15000,9.63,Não Inadimplente,0.14,N,15,9167,36-45 anos
37,30000,Aluguel,6,Pessoal,D,15000,12.118277554663097,Inadimplente,0.5,N,12,2500,36-45 anos
38,30000,Aluguel,0,Pessoal,D,15000,14.61,Inadimplente,0.5,S,15,2500,36-45 anos
41,110004,Financiada,7,Educação,C,25000,12.73,Não Inadimplente,0.23,S,14,9167,36-45 anos
40,28000,Própria,18,Empreendimento,B,1600,9.99,Não Inadimplente,0.06,N,17,2333,36-45 anos
41,28000,Própria,9,Educação,A,2000,7.74,Não Inadimplente,0.07,N,16,2333,36-45 anos
40,28000,Própria,3,Pessoal,D,12000,16.0,Não Inadimplente,0.43,S,14,2333,36-45 anos
43,112000,Financiada,14,Pessoal,D,25000,14.96,Não Inadimplente,0.22,S,15,9333,36-45 anos
45,100000,Financiada,3,Consolidação de Dividas,E,10000,16.0,Inadimplente,0.1,S,13,8333,36-45 anos
38,112224,Financiada,5,Educação,A,25000,6.99,Não Inadimplente,0.22,N,13,9352,36-45 anos
42,101000,Financiada,6,Consolidação de Dividas,F,25000,16.15,Inadimplente,0.25,S,17,8417,36-45 anos
38,114000,Financiada,22,Consolidação de Dividas,B,19000,9.99,Não Inadimplente,0.17,N,12,9500,36-45 anos
40,114000,Financiada,11,Saúde,A,6000,5.42,Não Inadimplente,0.05,N,17,9500,36-45 anos
42,114000,Financiada,4,Pessoal,B,19200,11.36,Não Inadimplente,0.17,N,15,9500,36-45 anos
40,114054,Financiada,3,Consolidação de Dividas,A,35000,8.9,Não Inadimplente,0.31,N,14,9504,36-45 anos
46,114440,Financiada,0,Educação,A,3000,8.59,Não Inadimplente,0.03,N,17,9537,46-60 anos
42,114996,Financiada,2,Empreendimento,A,2850,9.83738138593829,Não Inadimplente,0.02,N,12,9583,36-45 anos
39,114996,Financiada,15,Consolidação de Dividas,A,12500,6.54,Não Inadimplente,0.11,N,11,9583,36-45 anos
39,44531,Aluguel,0,Consolidação de Dividas,B,15000,12.53,Inadimplente,0.34,N,13,3711,36-45 anos
36,115000,Financiada,13,Empreendimento,A,10000,5.42,Não Inadimplente,0.09,N,15,9583,36-45 anos
49,45000,Aluguel,2,Consolidação de Dividas,C,15000,13.49,Inadimplente,0.33,N,12,3750,46-60 anos
44,115000,Financiada,3,Reforma,B,12000,9.83738138593829,Não Inadimplente,0.1,N,14,9583,36-45 anos
46,39000,Aluguel,2,Consolidação de Dividas,B,15000,10.99,Inadimplente,0.38,N,12,3250,46-60 anos
39,115000,Financiada,6,Empreendimento,D,25000,15.58,Não Inadimplente,0.22,S,17,9583,36-45 anos
45,115000,Financiada,8,Empreendimento,A,8000,8.94,Não Inadimplente,0.07,N,11,9583,36-45 anos
41,115000,Financiada,2,Pessoal,D,20000,14.61,Não Inadimplente,0.17,N,11,9583,36-45 anos
37,39000,Aluguel,5,Pessoal,B,15000,10.96,Inadimplente,0.38,N,12,3250,36-45 anos
46,116000,Financiada,6,Consolidação de Dividas,A,10000,6.03,Não Inadimplente,0.09,N,15,9667,46-60 anos
46,104000,Financiada,1,Educação,E,30000,18.39,Inadimplente,0.29,N,15,8667,46-60 anos
39,88400,Financiada,20,Saúde,F,25000,18.3,Inadimplente,0.24,N,13,7367,36-45 anos
45,47000,Aluguel,13,Saúde,E,15000,16.4,Inadimplente,0.32,S,11,3917,36-45 anos
40,116000,Financiada,3,Empreendimento,C,12000,9.83738138593829,Não Inadimplente,0.1,N,16,9667,36-45 anos
50,116000,Financiada,22,Pessoal,B,5000,10.25,Não Inadimplente,0.04,N,17,9667,46-60 anos
38,117000,Financiada,5,Reforma,C,10700,14.27,Não Inadimplente,0.09,S,14,9750,36-45 anos
36,117000,Financiada,3,Reforma,C,20400,13.06,Não Inadimplente,0.17,N,11,9750,36-45 anos
37,117000,Financiada,15,Reforma,C,8000,13.06,Não Inadimplente,0.07,N,13,9750,36-45 anos
37,117000,Financiada,3,Pessoal,A,10000,8.94,Não Inadimplente,0.09,N,11,9750,36-45 anos
38,117400,Financiada,7,Pessoal,B,16000,10.75,Não Inadimplente,0.14,N,16,9783,36-45 anos
37,39996,Aluguel,2,Saúde,A,1800,9.63,Não Inadimplente,0.05,N,13,3333,36-45 anos
38,117960,Financiada,0,Saúde,A,12000,9.83738138593829,Não Inadimplente,0.1,N,17,9830,36-45 anos
38,26400,Própria,4,Reforma,C,4750,12.73,Não Inadimplente,0.18,S,14,2200,36-45 anos
38,118000,Financiada,12,Consolidação de Dividas,B,11400,10.59,Não Inadimplente,0.1,N,12,9833,36-45 anos
42,41000,Aluguel,2,Reforma,E,15000,16.95,Inadimplente,0.37,S,15,3417,36-45 anos
45,118000,Financiada,15,Reforma,B,25000,12.18,Não Inadimplente,0.21,N,12,9833,36-45 anos
43,47840,Aluguel,27,Pessoal,B,15000,12.42,Inadimplente,0.31,N,12,3987,36-45 anos
41,118075,Financiada,5,Saúde,B,28000,11.71,Não Inadimplente,0.24,N,13,9840,36-45 anos
45,118560,Financiada,1,Empreendimento,C,20000,9.83738138593829,Não Inadimplente,0.17,N,15,9880,36-45 anos
36,48000,Aluguel,8,Saúde,C,15000,13.98,Inadimplente,0.31,N,15,4000,36-45 anos
45,119004,Financiada,13,Pessoal,B,5000,11.49,Não Inadimplente,0.04,N,13,9917,36-45 anos
